date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:53:21	23/23	---M--	200	added ('OK')	text/plain	date:Sun,%2023%20Dec%202018%2021:53:20%20GMT	http://www.securecomputation.org/robots.txt		(from )
16:53:22	17954/17954	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Dec%202018%2021:53:21%20GMT	http://www.securecomputation.org/	www.securecomputation.org/index.html	(from )
16:53:23	7299/7299	---MCZ	-1	error ('Error%20when%20decompressing')	text/xml	etag:W/%22f844e0e2a48fe87e77be9b88f598099e%22	http://www.securecomputation.org/feed	www.securecomputation.org/feed	(from http://www.securecomputation.org/)
16:53:25	42/42	---M--	200	added ('OK')	text/plain	date:Sun,%2023%20Dec%202018%2021:53:24%20GMT	http://www.securecomputation.org/xmlrpc.php	www.securecomputation.org/xmlrpc.php	(from http://www.securecomputation.org/)
16:53:25	27219/27219	---MC-	200	added ('OK')	application/atom+xml	etag:%22f844e0e2a48fe87e77be9b88f598099e%22	http://www.securecomputation.org/feed/atom	www.securecomputation.org/feed/atom	(from http://www.securecomputation.org/)
16:53:25	1082/1082	---MCZ	404	error ('Not%20Found')	text/xml	etag:W/%2299b889a9cd748e8b4eca0eb3758d138d%22	http://www.securecomputation.org/comments/feed	www.securecomputation.org/comments/feed.3.delayed	(from http://www.securecomputation.org/)
16:53:26	20427/20427	---MCZ	200	added ('OK')	text/css	etag:W/%224fcb-4ab5694c02480%22	http://www.securecomputation.org/wp-content/themes/Quadro/style-Green.css	www.securecomputation.org/wp-content/themes/Quadro/style-Green.css	(from http://www.securecomputation.org/)
16:53:27	8939/8939	---MCZ	200	added ('OK')	text/css	etag:W/%2222eb-4a3f31a08b000%22	http://www.securecomputation.org/wp-content/themes/Quadro/epanel/page_templates/js/fancybox/jquery.fancybox-1.3.4.css	www.securecomputation.org/wp-content/themes/Quadro/epanel/page_templates/js/fancybox/jquery.fancybox-1.3.4.css	(from http://www.securecomputation.org/)
16:53:28	8812/8812	---MCZ	200	added ('OK')	text/css	etag:W/%22226c-4a3fd9757a700%22	http://www.securecomputation.org/wp-content/themes/Quadro/epanel/page_templates/page_templates.css	www.securecomputation.org/wp-content/themes/Quadro/epanel/page_templates/page_templates.css	(from http://www.securecomputation.org/)
16:53:29	27469/27469	---MCZ	200	added ('OK')	text/css	etag:W/%226b4d-4aaa6c8066d00%22	http://www.securecomputation.org/wp-content/themes/Quadro/epanel/shortcodes/shortcodes.css?ver=1.8	www.securecomputation.org/wp-content/themes/Quadro/epanel/shortcodes/shortcodes4b1d.css	(from http://www.securecomputation.org/)
16:53:30	308/308	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22134-49a4f3a3cce40%22	http://www.securecomputation.org/wp-includes/js/l10n.js?ver=20101110	www.securecomputation.org/wp-includes/js/l10na17a.js	(from http://www.securecomputation.org/)
16:53:33	91363/91363	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22164e3-4a31b5157ddc0%22	http://www.securecomputation.org/wp-includes/js/jquery/jquery.js?ver=1.6.1	www.securecomputation.org/wp-includes/js/jquery/jquery51a2.js	(from http://www.securecomputation.org/)
16:53:33	8593/8593	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%222191-4aaa7041b4900%22	http://www.securecomputation.org/wp-content/themes/Quadro/epanel/shortcodes/js/et_shortcodes_frontend.js?ver=1.8	www.securecomputation.org/wp-content/themes/Quadro/epanel/shortcodes/js/et_shortcodes_frontend4b1d.js	(from http://www.securecomputation.org/)
16:53:33	888/888	---MCZ	200	added ('OK')	text/xml	date:Sun,%2023%20Dec%202018%2021:53:33%20GMT	http://www.securecomputation.org/xmlrpc.php?rsd	www.securecomputation.org/xmlrpc0db0.php	(from http://www.securecomputation.org/)
16:53:34	1053/1053	---MCZ	200	added ('OK')	application/xml	etag:W/%2241d-45966571e9180%22	http://www.securecomputation.org/wp-includes/wlwmanifest.xml	www.securecomputation.org/wp-includes/wlwmanifest.xml	(from http://www.securecomputation.org/)
